"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Global non-response rate","Data quality flag","Year","Household type - Total - Private households (Counts)","Household type - Total - Private households (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - Without children (Counts)","Household type - One-census-family households without additional persons - Couple census families - Without children (% Distribution)","Household type - One-census-family households without additional persons - Couple census families - With children (Counts)","Household type - One-census-family households without additional persons - Couple census families - With children (% Distribution)","Household type - One-census-family households without additional persons - Lone parent (Counts)","Household type - One-census-family households without additional persons - Lone parent (% Distribution)","Household type - Multigenerational households (Counts)","Household type - Multigenerational households (% Distribution)","Household type - Other census family households (Counts)","Household type - Other census family households (% Distribution)","Household type - Non-census family households of two or more persons (Counts)","Household type - Non-census family households of two or more persons (% Distribution)","Household type - One-person households (Counts)","Household type - One-person households (% Distribution)"
"1001","Division No.  1","Census division","Newfoundland and Labrador","10","3.7","00000","2011","105920","100","28800","27.2","30755","29","10450","9.9","2695","2.5","3360","3.2","4860","4.6","24995","23.6"
"1001","Division No.  1","Census division","Newfoundland and Labrador","10","3.7","00000","2016","112620","100","32085","28.5","30335","26.9","10600","9.4","2480","2.2","3320","2.9","5135","4.6","28660","25.4"
"1002","Division No.  2","Census division","Newfoundland and Labrador","10","4.2","00000","2011","8795","100","3010","34.2","2620","29.8","760","8.6","200","2.3","215","2.4","130","1.5","1870","21.3"
"1002","Division No.  2","Census division","Newfoundland and Labrador","10","4.2","00000","2016","8735","100","3225","36.9","2295","26.3","720","8.2","165","1.9","180","2.1","140","1.6","2015","23.1"
"1003","Division No.  3","Census division","Newfoundland and Labrador","10","4.3","00000","2011","6715","100","2510","37.4","2025","30.2","445","6.6","165","2.5","185","2.8","95","1.4","1290","19.2"
"1003","Division No.  3","Census division","Newfoundland and Labrador","10","4.3","00000","2016","6770","100","2705","40","1680","24.8","450","6.6","160","2.4","160","2.4","110","1.6","1495","22.1"
"1004","Division No.  4","Census division","Newfoundland and Labrador","10","4.2","00000","2011","9055","100","2700","29.8","2005","22.1","1110","12.3","250","2.8","315","3.5","240","2.7","2440","26.9"
"1004","Division No.  4","Census division","Newfoundland and Labrador","10","4.2","00000","2016","9345","100","2885","30.9","1730","18.5","1100","11.8","200","2.1","270","2.9","250","2.7","2905","31.1"
"1005","Division No.  5","Census division","Newfoundland and Labrador","10","4.7","00000","2011","16680","100","5400","32.4","4570","27.4","1570","9.4","510","3.1","570","3.4","435","2.6","3615","21.7"
"1005","Division No.  5","Census division","Newfoundland and Labrador","10","4.7","00000","2016","17890","100","5905","33","4355","24.3","1595","8.9","450","2.5","545","3","495","2.8","4550","25.4"
"1006","Division No.  6","Census division","Newfoundland and Labrador","10","4.4","00000","2011","15455","100","5345","34.6","4215","27.3","1390","9","325","2.1","410","2.7","340","2.2","3435","22.2"
"1006","Division No.  6","Census division","Newfoundland and Labrador","10","4.4","00000","2016","16435","100","5795","35.3","3980","24.2","1445","8.8","310","1.9","435","2.6","370","2.3","4100","24.9"
"1007","Division No.  7","Census division","Newfoundland and Labrador","10","3.7","00000","2011","14295","100","5275","36.9","3830","26.8","1110","7.8","425","3","500","3.5","280","2","2870","20.1"
"1007","Division No.  7","Census division","Newfoundland and Labrador","10","3.7","00000","2016","14570","100","5695","39.1","3470","23.8","1060","7.3","350","2.4","435","3","275","1.9","3290","22.6"
"1008","Division No.  8","Census division","Newfoundland and Labrador","10","4.4","00000","2011","15420","100","6450","41.8","4255","27.6","965","6.3","285","1.8","395","2.6","215","1.4","2855","18.5"
"1008","Division No.  8","Census division","Newfoundland and Labrador","10","4.4","00000","2016","15585","100","6785","43.5","3690","23.7","980","6.3","215","1.4","335","2.1","225","1.4","3365","21.6"
"1009","Division No.  9","Census division","Newfoundland and Labrador","10","4.7","00000","2011","6835","100","2530","37","1870","27.4","465","6.8","255","3.7","255","3.7","155","2.3","1310","19.2"
"1009","Division No.  9","Census division","Newfoundland and Labrador","10","4.7","00000","2016","6690","100","2660","39.8","1525","22.8","465","7","180","2.7","230","3.4","155","2.3","1475","22"
"1010","Division No. 10","Census division","Newfoundland and Labrador","10","4.0","00000","2011","8875","100","2605","29.4","3145","35.4","700","7.9","305","3.4","375","4.2","220","2.5","1530","17.2"
"1010","Division No. 10","Census division","Newfoundland and Labrador","10","4.0","00000","2016","9190","100","2750","29.9","3050","33.2","730","7.9","300","3.3","370","4","225","2.4","1765","19.2"
"1011","Division No. 11","Census division","Newfoundland and Labrador","10","13.0","01100","2011","805","100","140","17.4","295","36.6","75","9.3","70","8.7","80","9.9","25","3.1","120","14.9"
"1011","Division No. 11","Census division","Newfoundland and Labrador","10","13.0","01100","2016","835","100","160","19.2","300","35.9","85","10.2","65","7.8","65","7.8","20","2.4","135","16.2"
"1101","Kings","County","Prince Edward Island","11","4.1","00000","2011","7175","100","2060","28.7","2035","28.4","725","10.1","140","2","165","2.3","205","2.9","1840","25.6"
"1101","Kings","County","Prince Edward Island","11","4.1","00000","2016","7220","100","2285","31.6","1755","24.3","665","9.2","130","1.8","155","2.1","190","2.6","2045","28.3"
"1102","Queens","County","Prince Edward Island","11","4.2","00000","2011","31410","100","8670","27.6","8950","28.5","2930","9.3","525","1.7","855","2.7","1445","4.6","8040","25.6"
"1102","Queens","County","Prince Edward Island","11","4.2","00000","2016","33975","100","9675","28.5","8950","26.3","2975","8.8","570","1.7","835","2.5","1560","4.6","9405","27.7"
"1103","Prince","County","Prince Edward Island","11","4.0","00000","2011","17880","100","5550","31","5075","28.4","1710","9.6","335","1.9","425","2.4","465","2.6","4315","24.1"
"1103","Prince","County","Prince Edward Island","11","4.0","00000","2016","18275","100","5940","32.5","4640","25.4","1645","9","320","1.8","415","2.3","470","2.6","4840","26.5"
"1201","Shelburne","County","Nova Scotia","12","3.9","00000","2011","6375","100","2170","34","1520","23.8","550","8.6","95","1.5","170","2.7","120","1.9","1750","27.5"
"1201","Shelburne","County","Nova Scotia","12","3.9","00000","2016","6380","100","2260","35.4","1290","20.2","515","8.1","110","1.7","150","2.4","145","2.3","1905","29.9"
"1202","Yarmouth","County","Nova Scotia","12","4.2","00000","2011","10790","100","3375","31.3","2595","24.1","1040","9.6","210","1.9","335","3.1","330","3.1","2905","26.9"
"1202","Yarmouth","County","Nova Scotia","12","4.2","00000","2016","10800","100","3600","33.3","2270","21","970","9","180","1.7","305","2.8","305","2.8","3175","29.4"
"1203","Digby","County","Nova Scotia","12","4.2","00000","2011","7990","100","2695","33.7","1685","21.1","690","8.6","130","1.6","250","3.1","210","2.6","2325","29.1"
"1203","Digby","County","Nova Scotia","12","4.2","00000","2016","8040","100","2850","35.4","1485","18.5","625","7.8","125","1.6","200","2.5","235","2.9","2525","31.4"
"1204","Queens","County","Nova Scotia","12","4.8","00000","2011","4815","100","1755","36.4","1095","22.7","370","7.7","85","1.8","135","2.8","115","2.4","1265","26.3"
"1204","Queens","County","Nova Scotia","12","4.8","00000","2016","4765","100","1765","37","905","19","335","7","80","1.7","120","2.5","120","2.5","1445","30.3"
"1205","Annapolis","County","Nova Scotia","12","4.5","00000","2011","9230","100","3450","37.4","1940","21","705","7.6","120","1.3","215","2.3","230","2.5","2560","27.7"
"1205","Annapolis","County","Nova Scotia","12","4.5","00000","2016","9375","100","3555","37.9","1765","18.8","725","7.7","110","1.2","235","2.5","220","2.3","2770","29.5"
"1206","Lunenburg","County","Nova Scotia","12","4.0","00000","2011","20795","100","7530","36.2","4750","22.8","1630","7.8","295","1.4","525","2.5","580","2.8","5490","26.4"
"1206","Lunenburg","County","Nova Scotia","12","4.0","00000","2016","21440","100","8035","37.5","4325","20.2","1660","7.7","295","1.4","455","2.1","550","2.6","6110","28.5"
"1207","Kings","County","Nova Scotia","12","4.0","00000","2011","25330","100","7990","31.5","6275","24.8","2275","9","470","1.9","750","3","880","3.5","6695","26.4"
"1207","Kings","County","Nova Scotia","12","4.0","00000","2016","25950","100","8435","32.5","5910","22.8","2250","8.7","455","1.8","785","3","935","3.6","7180","27.7"
"1208","Hants","County","Nova Scotia","12","3.5","00000","2011","16740","100","5360","32","4795","28.6","1415","8.5","420","2.5","650","3.9","450","2.7","3650","21.8"
"1208","Hants","County","Nova Scotia","12","3.5","00000","2016","17440","100","5630","32.3","4575","26.2","1570","9","460","2.6","550","3.2","435","2.5","4210","24.1"
"1209","Halifax","County","Nova Scotia","12","3.7","00000","2011","165150","100","43125","26.1","41415","25.1","14495","8.8","3260","2","5175","3.1","10495","6.4","47190","28.6"
"1209","Halifax","County","Nova Scotia","12","3.7","00000","2016","173460","100","46745","26.9","40900","23.6","14895","8.6","3455","2","5295","3.1","10985","6.3","51180","29.5"
"1210","Colchester","County","Nova Scotia","12","3.8","00000","2011","21655","100","6625","30.6","5260","24.3","2045","9.4","370","1.7","660","3","670","3.1","6025","27.8"
"1210","Colchester","County","Nova Scotia","12","3.8","00000","2016","22225","100","6925","31.2","4850","21.8","2055","9.2","375","1.7","600","2.7","750","3.4","6675","30"
"1211","Cumberland","County","Nova Scotia","12","4.5","00000","2011","13700","100","4445","32.4","2860","20.9","1295","9.5","230","1.7","405","3","335","2.4","4140","30.2"
"1211","Cumberland","County","Nova Scotia","12","4.5","00000","2016","13615","100","4570","33.6","2580","18.9","1280","9.4","210","1.5","315","2.3","355","2.6","4295","31.5"
"1212","Pictou","County","Nova Scotia","12","4.0","00000","2011","19470","100","5865","30.1","4735","24.3","1985","10.2","440","2.3","485","2.5","460","2.4","5505","28.3"
"1212","Pictou","County","Nova Scotia","12","4.0","00000","2016","19305","100","5905","30.6","4175","21.6","1965","10.2","360","1.9","435","2.3","505","2.6","5960","30.9"
"1213","Guysborough","County","Nova Scotia","12","5.6","00000","2011","3685","100","1340","36.4","765","20.8","260","7.1","65","1.8","90","2.4","95","2.6","1070","29"
"1213","Guysborough","County","Nova Scotia","12","5.6","00000","2016","3545","100","1350","38.1","630","17.8","275","7.8","50","1.4","90","2.5","85","2.4","1075","30.3"
"1214","Antigonish","County","Nova Scotia","12","3.9","00000","2011","7855","100","2060","26.2","2220","28.3","745","9.5","165","2.1","195","2.5","345","4.4","2125","27.1"
"1214","Antigonish","County","Nova Scotia","12","3.9","00000","2016","8130","100","2290","28.2","2040","25.1","780","9.6","140","1.7","180","2.2","290","3.6","2415","29.7"
"1215","Inverness","County","Nova Scotia","12","5.1","00000","2011","7440","100","2220","29.8","1860","25","685","9.2","150","2","180","2.4","205","2.8","2140","28.8"
"1215","Inverness","County","Nova Scotia","12","5.1","00000","2016","7350","100","2310","31.4","1625","22.1","680","9.3","130","1.8","195","2.7","180","2.4","2225","30.3"
"1216","Richmond","County","Nova Scotia","12","4.4","00000","2011","3935","100","1265","32.1","920","23.4","360","9.1","105","2.7","125","3.2","100","2.5","1060","26.9"
"1216","Richmond","County","Nova Scotia","12","4.4","00000","2016","3980","100","1335","33.5","800","20.1","355","8.9","105","2.6","120","3","95","2.4","1180","29.6"
"1217","Cape Breton","County","Nova Scotia","12","3.9","00000","2011","42325","100","10585","25","9605","22.7","5840","13.8","1420","3.4","1465","3.5","1340","3.2","12070","28.5"
"1217","Cape Breton","County","Nova Scotia","12","3.9","00000","2016","43085","100","11175","25.9","8575","19.9","5855","13.6","1305","3","1310","3","1470","3.4","13400","31.1"
"1218","Victoria","County","Nova Scotia","12","4.7","00000","2011","2995","100","925","30.9","710","23.7","305","10.2","85","2.8","60","2","80","2.7","840","28"
"1218","Victoria","County","Nova Scotia","12","4.7","00000","2016","3105","100","1005","32.4","635","20.5","265","8.5","80","2.6","75","2.4","85","2.7","955","30.8"
"1301","Saint John","County","New Brunswick","13","4.1","00000","2011","33315","100","8210","24.6","7070","21.2","4040","12.1","680","2","1150","3.5","1730","5.2","10445","31.4"
"1301","Saint John","County","New Brunswick","13","4.1","00000","2016","32850","100","8270","25.2","6680","20.3","3745","11.4","600","1.8","1055","3.2","1560","4.7","10935","33.3"
"1302","Charlotte","County","New Brunswick","13","3.7","00000","2011","11355","100","3540","31.2","2805","24.7","1090","9.6","195","1.7","320","2.8","280","2.5","3120","27.5"
"1302","Charlotte","County","New Brunswick","13","3.7","00000","2016","11130","100","3590","32.3","2505","22.5","1010","9.1","185","1.7","315","2.8","270","2.4","3250","29.2"
"1303","Sunbury","County","New Brunswick","13","4.9","00000","2011","10555","100","3085","29.2","3480","33","860","8.1","235","2.2","335","3.2","415","3.9","2135","20.2"
"1303","Sunbury","County","New Brunswick","13","4.9","00000","2016","10900","100","3205","29.4","3370","30.9","920","8.4","200","1.8","345","3.2","345","3.2","2500","22.9"
"1304","Queens","County","New Brunswick","13","3.6","00000","2011","4980","100","1850","37.1","985","19.8","390","7.8","90","1.8","120","2.4","110","2.2","1430","28.7"
"1304","Queens","County","New Brunswick","13","3.6","00000","2016","4875","100","1870","38.4","840","17.2","370","7.6","70","1.4","105","2.2","110","2.3","1510","31"
"1305","Kings","County","New Brunswick","13","2.9","00000","2011","26415","100","8350","31.6","9040","34.2","2070","7.8","635","2.4","695","2.6","490","1.9","5130","19.4"
"1305","Kings","County","New Brunswick","13","2.9","00000","2016","27030","100","8870","32.8","8405","31.1","2170","8","615","2.3","680","2.5","500","1.8","5785","21.4"
"1306","Albert","County","New Brunswick","13","3.1","00000","2011","11730","100","3810","32.5","3345","28.5","965","8.2","215","1.8","375","3.2","380","3.2","2640","22.5"
"1306","Albert","County","New Brunswick","13","3.1","00000","2016","12215","100","3950","32.3","3160","25.9","1050","8.6","230","1.9","385","3.2","370","3","3070","25.1"
"1307","Westmorland","County","New Brunswick","13","4.1","00000","2011","60885","100","18235","29.9","14945","24.5","5015","8.2","975","1.6","2075","3.4","3420","5.6","16215","26.6"
"1307","Westmorland","County","New Brunswick","13","4.1","00000","2016","64040","100","19180","30","15000","23.4","5375","8.4","1055","1.6","1970","3.1","3285","5.1","18180","28.4"
"1308","Kent","County","New Brunswick","13","3.7","00000","2011","13005","100","4480","34.4","3035","23.3","1160","8.9","315","2.4","460","3.5","370","2.8","3185","24.5"
"1308","Kent","County","New Brunswick","13","3.7","00000","2016","13235","100","4705","35.5","2765","20.9","1150","8.7","325","2.5","425","3.2","450","3.4","3410","25.8"
"1309","Northumberland","County","New Brunswick","13","3.8","00000","2011","19130","100","5935","31","4885","25.5","1915","10","495","2.6","595","3.1","510","2.7","4800","25.1"
"1309","Northumberland","County","New Brunswick","13","3.8","00000","2016","19360","100","6155","31.8","4335","22.4","1950","10.1","480","2.5","570","2.9","520","2.7","5345","27.6"
"1310","York","County","New Brunswick","13","3.6","00000","2011","40375","100","11990","29.7","10795","26.7","3270","8.1","675","1.7","1130","2.8","2220","5.5","10295","25.5"
"1310","York","County","New Brunswick","13","3.6","00000","2016","42010","100","12640","30.1","10670","25.4","3530","8.4","640","1.5","1100","2.6","2045","4.9","11385","27.1"
"1311","Carleton","County","New Brunswick","13","3.4","00000","2011","10890","100","3370","30.9","3135","28.8","960","8.8","200","1.8","315","2.9","260","2.4","2655","24.4"
"1311","Carleton","County","New Brunswick","13","3.4","00000","2016","10765","100","3390","31.5","2860","26.6","945","8.8","215","2","305","2.8","270","2.5","2785","25.9"
"1312","Victoria","County","New Brunswick","13","3.9","00000","2011","8385","100","2710","32.3","2125","25.3","755","9","145","1.7","225","2.7","185","2.2","2245","26.8"
"1312","Victoria","County","New Brunswick","13","3.9","00000","2016","8160","100","2775","34","1785","21.9","745","9.1","125","1.5","185","2.3","180","2.2","2350","28.8"
"1313","Madawaska","County","New Brunswick","13","4.3","00000","2011","14470","100","4850","33.5","3595","24.8","1175","8.1","185","1.3","310","2.1","295","2","4055","28"
"1313","Madawaska","County","New Brunswick","13","4.3","00000","2016","14505","100","4915","33.9","3225","22.2","1150","7.9","205","1.4","275","1.9","330","2.3","4410","30.4"
"1314","Restigouche","County","New Brunswick","13","4.4","00000","2011","14295","100","4350","30.4","3165","22.1","1465","10.2","285","2","355","2.5","415","2.9","4255","29.8"
"1314","Restigouche","County","New Brunswick","13","4.4","00000","2016","13990","100","4455","31.8","2775","19.8","1325","9.5","245","1.8","370","2.6","380","2.7","4440","31.7"
"1315","Gloucester","County","New Brunswick","13","4.1","00000","2011","34230","100","10270","30","8130","23.8","3540","10.3","880","2.6","1195","3.5","1125","3.3","9080","26.5"
"1315","Gloucester","County","New Brunswick","13","4.1","00000","2016","34700","100","10785","31.1","7355","21.2","3340","9.6","865","2.5","1070","3.1","1155","3.3","10125","29.2"
"2401","Les Îles-de-la-Madeleine","Territoire équivalent","Quebec","24","3.5","00000","2011","5385","100","1635","30.4","1565","29.1","465","8.6","110","2","125","2.3","120","2.2","1360","25.3"
"2401","Les Îles-de-la-Madeleine","Territoire équivalent","Quebec","24","3.5","00000","2016","5535","100","1805","32.6","1385","25","445","8","85","1.5","115","2.1","125","2.3","1570","28.4"
"2402","Le Rocher-Percé","Municipalité régionale de comté","Quebec","24","3.3","00000","2011","7985","100","2090","26.2","1705","21.4","950","11.9","255","3.2","290","3.6","305","3.8","2390","29.9"
"2402","Le Rocher-Percé","Municipalité régionale de comté","Quebec","24","3.3","00000","2016","8025","100","2120","26.4","1465","18.3","970","12.1","225","2.8","270","3.4","285","3.6","2690","33.5"
"2403","La Côte-de-Gaspé","Municipalité régionale de comté","Quebec","24","3.2","00000","2011","7740","100","2370","30.6","1980","25.6","690","8.9","120","1.6","225","2.9","235","3","2120","27.4"
"2403","La Côte-de-Gaspé","Municipalité régionale de comté","Quebec","24","3.2","00000","2016","7635","100","2395","31.4","1755","23","630","8.3","95","1.2","180","2.4","245","3.2","2330","30.5"
"2404","La Haute-Gaspésie","Municipalité régionale de comté","Quebec","24","3.8","00000","2011","5405","100","1630","30.2","1085","20.1","495","9.2","95","1.8","190","3.5","165","3.1","1750","32.4"
"2404","La Haute-Gaspésie","Municipalité régionale de comté","Quebec","24","3.8","00000","2016","5270","100","1630","30.9","905","17.2","450","8.5","90","1.7","155","2.9","170","3.2","1860","35.3"
"2405","Bonaventure","Municipalité régionale de comté","Quebec","24","4.5","00000","2011","7840","100","2510","32","1830","23.3","715","9.1","135","1.7","220","2.8","195","2.5","2240","28.6"
"2405","Bonaventure","Municipalité régionale de comté","Quebec","24","4.5","00000","2016","7895","100","2550","32.3","1705","21.6","685","8.7","135","1.7","190","2.4","195","2.5","2425","30.7"
"2406","Avignon","Municipalité régionale de comté","Quebec","24","6.7","00000","2011","6605","100","1950","29.5","1470","22.3","680","10.3","90","1.4","195","3","195","3","2030","30.7"
"2406","Avignon","Municipalité régionale de comté","Quebec","24","6.7","00000","2016","6570","100","1995","30.4","1280","19.5","660","10","70","1.1","135","2.1","185","2.8","2245","34.2"
"2407","La Matapédia","Municipalité régionale de comté","Quebec","24","3.9","00000","2011","8060","100","2480","30.8","2040","25.3","650","8.1","60","0.7","135","1.7","200","2.5","2505","31.1"
"2407","La Matapédia","Municipalité régionale de comté","Quebec","24","3.9","00000","2016","8135","100","2585","31.8","1730","21.3","630","7.7","60","0.7","115","1.4","195","2.4","2820","34.7"
"2408","Matane","Municipalité régionale de comté","Quebec","24","4.6","00000","2011","10225","100","3275","32","2120","20.7","825","8.1","80","0.8","185","1.8","265","2.6","3485","34.1"
"2408","Matane","Municipalité régionale de comté","Quebec","24","4.6","00000","2016","10180","100","3295","32.4","1860","18.3","785","7.7","75","0.7","155","1.5","240","2.4","3770","37"
"2409","La Mitis","Municipalité régionale de comté","Quebec","24","3.9","00000","2011","8320","100","2490","29.9","1960","23.6","650","7.8","60","0.7","150","1.8","205","2.5","2805","33.7"
"2409","La Mitis","Municipalité régionale de comté","Quebec","24","3.9","00000","2016","8205","100","2465","30","1750","21.3","680","8.3","60","0.7","115","1.4","180","2.2","2955","36"
"2410","Rimouski-Neigette","Municipalité régionale de comté","Quebec","24","4.0","00000","2011","24830","100","7455","30","5630","22.7","1925","7.8","115","0.5","365","1.5","880","3.5","8460","34.1"
"2410","Rimouski-Neigette","Municipalité régionale de comté","Quebec","24","4.0","00000","2016","26115","100","7920","30.3","5495","21","1940","7.4","135","0.5","325","1.2","875","3.4","9420","36.1"
"2411","Les Basques","Municipalité régionale de comté","Quebec","24","4.7","00000","2011","4160","100","1405","33.8","850","20.4","295","7.1","20","0.5","55","1.3","95","2.3","1435","34.5"
"2411","Les Basques","Municipalité régionale de comté","Quebec","24","4.7","00000","2016","4065","100","1440","35.4","730","18","280","6.9","5","0.1","50","1.2","85","2.1","1475","36.3"
"2412","Rivière-du-Loup","Municipalité régionale de comté","Quebec","24","3.9","00000","2011","14890","100","4620","31","3750","25.2","1045","7","70","0.5","185","1.2","420","2.8","4805","32.3"
"2412","Rivière-du-Loup","Municipalité régionale de comté","Quebec","24","3.9","00000","2016","15155","100","4870","32.1","3445","22.7","1100","7.3","60","0.4","170","1.1","390","2.6","5125","33.8"
"2413","Témiscouata","Municipalité régionale de comté","Quebec","24","4.0","00000","2011","8955","100","2980","33.3","2250","25.1","640","7.1","45","0.5","105","1.2","190","2.1","2745","30.7"
"2413","Témiscouata","Municipalité régionale de comté","Quebec","24","4.0","00000","2016","8825","100","3095","35.1","1880","21.3","620","7","40","0.5","105","1.2","175","2","2905","32.9"
"2414","Kamouraska","Municipalité régionale de comté","Quebec","24","4.3","00000","2011","8965","100","2845","31.7","2415","26.9","635","7.1","65","0.7","145","1.6","215","2.4","2650","29.6"
"2414","Kamouraska","Municipalité régionale de comté","Quebec","24","4.3","00000","2016","9150","100","3025","33.1","2200","24","590","6.4","50","0.5","130","1.4","220","2.4","2945","32.2"
"2415","Charlevoix-Est","Municipalité régionale de comté","Quebec","24","3.6","00000","2011","7090","100","2265","31.9","1695","23.9","585","8.3","110","1.6","160","2.3","195","2.8","2085","29.4"
"2415","Charlevoix-Est","Municipalité régionale de comté","Quebec","24","3.6","00000","2016","6980","100","2280","32.7","1540","22.1","525","7.5","85","1.2","150","2.1","200","2.9","2200","31.5"
"2416","Charlevoix","Municipalité régionale de comté","Quebec","24","3.9","00000","2011","5695","100","1750","30.7","1400","24.6","390","6.8","70","1.2","200","3.5","145","2.5","1745","30.6"
"2416","Charlevoix","Municipalité régionale de comté","Quebec","24","3.9","00000","2016","5780","100","1800","31.1","1295","22.4","390","6.7","60","1","155","2.7","140","2.4","1935","33.5"
"2417","L'Islet","Municipalité régionale de comté","Quebec","24","3.3","00000","2011","8110","100","2585","31.9","2025","25","625","7.7","70","0.9","120","1.5","145","1.8","2540","31.3"
"2417","L'Islet","Municipalité régionale de comté","Quebec","24","3.3","00000","2016","8025","100","2665","33.2","1760","21.9","595","7.4","65","0.8","90","1.1","145","1.8","2705","33.7"
"2418","Montmagny","Municipalité régionale de comté","Quebec","24","3.9","00000","2011","10250","100","3100","30.2","2380","23.2","785","7.7","90","0.9","170","1.7","235","2.3","3505","34.2"
"2418","Montmagny","Municipalité régionale de comté","Quebec","24","3.9","00000","2016","10420","100","3250","31.2","2160","20.7","785","7.5","85","0.8","135","1.3","245","2.4","3745","35.9"
"2419","Bellechasse","Municipalité régionale de comté","Quebec","24","4.1","00000","2011","14540","100","4635","31.9","4230","29.1","1090","7.5","100","0.7","175","1.2","295","2","4020","27.6"
"2419","Bellechasse","Municipalité régionale de comté","Quebec","24","4.1","00000","2016","15625","100","5060","32.4","4240","27.1","1150","7.4","95","0.6","175","1.1","270","1.7","4630","29.6"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","2011","2810","100","1100","39.1","745","26.5","175","6.2","20","0.7","50","1.8","60","2.1","660","23.5"
"2420","L'Île-d'Orléans","Municipalité régionale de comté","Quebec","24","3.9","00000","2016","3040","100","1230","40.5","755","24.8","170","5.6","20","0.7","50","1.6","60","2","755","24.8"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","2011","10795","100","3485","32.3","3120","28.9","825","7.6","115","1.1","200","1.9","270","2.5","2785","25.8"
"2421","La Côte-de-Beaupré","Municipalité régionale de comté","Quebec","24","3.6","00000","2016","11850","100","3795","32","3265","27.6","825","7","125","1.1","205","1.7","235","2","3400","28.7"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","2011","14085","100","4395","31.2","5435","38.6","910","6.5","120","0.9","280","2","275","2","2680","19"
"2422","La Jacques-Cartier","Municipalité régionale de comté","Quebec","24","3.2","00000","2016","16335","100","4860","29.8","6330","38.8","1160","7.1","180","1.1","280","1.7","285","1.7","3245","19.9"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","2011","258865","100","68595","26.5","53740","20.8","21330","8.2","1450","0.6","4080","1.6","11895","4.6","97770","37.8"
"2423","Québec","Territoire équivalent","Quebec","24","4.2","00000","2016","267145","100","71780","26.9","54615","20.4","21555","8.1","1490","0.6","3780","1.4","11705","4.4","102220","38.3"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","2011","57765","100","16840","29.2","17145","29.7","5115","8.9","350","0.6","795","1.4","1640","2.8","15885","27.5"
"2425","Lévis","Territoire équivalent","Quebec","24","3.4","00000","2016","60780","100","18115","29.8","16795","27.6","5355","8.8","410","0.7","765","1.3","1555","2.6","17790","29.3"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","2011","14100","100","4225","30","4640","32.9","1025","7.3","70","0.5","185","1.3","300","2.1","3660","26"
"2426","La Nouvelle-Beauce","Municipalité régionale de comté","Quebec","24","3.1","00000","2016","14790","100","4565","30.9","4620","31.2","1155","7.8","80","0.5","160","1.1","315","2.1","3900","26.4"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","2011","7885","100","2325","29.5","2360","29.9","610","7.7","55","0.7","95","1.2","165","2.1","2275","28.9"
"2427","Robert-Cliche","Municipalité régionale de comté","Quebec","24","3.0","00000","2016","8005","100","2455","30.7","2135","26.7","650","8.1","50","0.6","75","0.9","160","2","2470","30.9"
"2428","Les Etchemins","Municipalité régionale de comté","Quebec","24","4.1","00000","2011","7365","100","2385","32.4","1945","26.4","535","7.3","35","0.5","70","1","145","2","2240","30.4"
"2428","Les Etchemins","Municipalité régionale de comté","Quebec","24","4.1","00000","2016","7320","100","2465","33.7","1695","23.2","535","7.3","40","0.5","60","0.8","135","1.8","2395","32.7"
"2429","Beauce-Sartigan","Municipalité régionale de comté","Quebec","24","4.1","00000","2011","21795","100","6200","28.4","6025","27.6","1890","8.7","115","0.5","270","1.2","515","2.4","6795","31.2"
"2429","Beauce-Sartigan","Municipalité régionale de comté","Quebec","24","4.1","00000","2016","22860","100","6575","28.8","5755","25.2","1975","8.6","100","0.4","230","1","515","2.3","7710","33.7"
"2430","Le Granit","Municipalité régionale de comté","Quebec","24","3.7","00000","2011","9550","100","3220","33.7","2430","25.4","690","7.2","50","0.5","130","1.4","165","1.7","2865","30"
"2430","Le Granit","Municipalité régionale de comté","Quebec","24","3.7","00000","2016","9560","100","3340","34.9","2120","22.2","675","7.1","45","0.5","115","1.2","165","1.7","3080","32.2"
"2431","Les Appalaches","Municipalité régionale de comté","Quebec","24","4.7","00000","2011","19490","100","6545","33.6","4210","21.6","1485","7.6","90","0.5","225","1.2","395","2","6540","33.6"
"2431","Les Appalaches","Municipalité régionale de comté","Quebec","24","4.7","00000","2016","19670","100","6625","33.7","3815","19.4","1485","7.5","85","0.4","185","0.9","360","1.8","7120","36.2"
"2432","L'Érable","Municipalité régionale de comté","Quebec","24","4.0","00000","2011","9990","100","3225","32.3","2505","25.1","830","8.3","55","0.6","140","1.4","215","2.2","3025","30.3"
"2432","L'Érable","Municipalité régionale de comté","Quebec","24","4.0","00000","2016","10270","100","3285","32","2400","23.4","780","7.6","40","0.4","135","1.3","205","2","3420","33.3"
"2433","Lotbinière","Municipalité régionale de comté","Quebec","24","3.1","00000","2011","12115","100","3815","31.5","3620","29.9","880","7.3","105","0.9","195","1.6","210","1.7","3300","27.2"
