"Geographic code","Geographic name","Geographic type","Geographic name, province or territory","Geographic code, province or territory","Global non-response rate","Data quality flag","Value type","Total","Single-detached house","Apartment in a building that has five or more storeys","Apartment in a building that has fewer than five storeys","Row house","Semi-detached house","Apartment or flat in a duplex","Other single-attached house","Movable dwelling",
"1208","Hants","County","Nova Scotia","12",3.5,"00000","percentage distribution (2016)",100,82,0,7.3,1.1,2.9,1.4,0.3,5
"1208","Hants","County","Nova Scotia","12",3.5,"00000","percentage change (2011 to 2016)",4.2,2.1,-100,8.5,100,-5.6,77.8,125,14.4
"1208","Hants","County","Nova Scotia","12",3.5,"00000","2011 counts",16745,14010,5,1180,95,535,135,20,765
"1208","Hants","County","Nova Scotia","12",3.5,"00000","percentage distribution (2011)",100,83.7,0,7,0.6,3.2,0.8,0.1,4.6
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","2016 counts",173460,86615,21000,36895,6655,11785,6270,240,3995
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","percentage distribution (2016)",100,49.9,12.1,21.3,3.8,6.8,3.6,0.1,2.3
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","percentage change (2011 to 2016)",5,2.8,19.3,4.2,7.9,4.4,1,-7.7,1.9
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","2011 counts",165155,84290,17610,35420,6165,11290,6205,260,3920
"1209","Halifax","County","Nova Scotia","12",3.7,"00000","percentage distribution (2011)",100,51,10.7,21.4,3.7,6.8,3.8,0.2,2.4
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","2016 counts",22230,15365,0,3470,290,655,1000,70,1370
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","percentage distribution (2016)",100,69.1,0,15.6,1.3,2.9,4.5,0.3,6.2
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","percentage change (2011 to 2016)",2.7,-0.1,-100,8.9,1.8,17,17,40,2.6
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","2011 counts",21655,15380,5,3185,285,560,855,50,1335
"1210","Colchester","County","Nova Scotia","12",3.8,"00000","percentage distribution (2011)",100,71,0,14.7,1.3,2.6,3.9,0.2,6.2
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","2016 counts",13615,10340,0,1180,325,315,500,90,860
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","percentage distribution (2016)",100,75.9,0,8.7,2.4,2.3,3.7,0.7,6.3
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","percentage change (2011 to 2016)",-0.6,-1.3,,-8.2,-3,12.5,16.3,20,6.2
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","2011 counts",13700,10480,0,1285,335,280,430,75,810
"1211","Cumberland","County","Nova Scotia","12",4.5,"00000","percentage distribution (2011)",100,76.5,0,9.4,2.4,2,3.1,0.5,5.9
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","2016 counts",19305,14640,10,1930,545,755,375,30,1025
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","percentage distribution (2016)",100,75.8,0.1,10,2.8,3.9,1.9,0.2,5.3
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","percentage change (2011 to 2016)",-0.8,-1.9,,-3.3,17.2,0,-7.4,50,12.6
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","2011 counts",19470,14925,0,1995,465,755,405,20,910
"1212","Pictou","County","Nova Scotia","12",4.0,"00000","percentage distribution (2011)",100,76.7,0,10.2,2.4,3.9,2.1,0.1,4.7
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","2016 counts",3550,3005,0,130,0,35,10,5,370
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","percentage distribution (2016)",100,84.6,0,3.7,0,1,0.3,0.1,10.4
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","percentage change (2011 to 2016)",-3.7,-2.9,,13,-100,-12.5,0,-66.7,-6.3
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","2011 counts",3685,3095,0,115,20,40,10,15,395
"1213","Guysborough","County","Nova Scotia","12",5.6,"00000","percentage distribution (2011)",100,84,0,3.1,0.5,1.1,0.3,0.4,10.7
"1214","Antigonish","County","Nova Scotia","12",3.9,"00000","2016 counts",8130,5635,25,760,75,115,365,5,1155
"1214","Antigonish","County","Nova Scotia","12",3.9,"00000","percentage distribution (2016)",100,69.3,0.3,9.3,0.9,1.4,4.5,0.1,14.2
"1214","Antigonish","County","Nova Scotia","12",3.9,"00000","percentage change (2011 to 2016)",3.5,7.5,-16.7,9.4,36.4,27.8,-6.4,-50,-14.1
"1214","Antigonish","County","Nova Scotia","12",3.9,"00000","2011 counts",7855,5240,30,695,55,90,390,10,1345
"1214","Antigonish","County","Nova Scotia","12",3.9,"00000","percentage distribution (2011)",100,66.7,0.4,8.8,0.7,1.1,5,0.1,17.1
"1215","Inverness","County","Nova Scotia","12",5.1,"00000","2016 counts",7350,5805,0,625,20,230,105,25,540
"1215","Inverness","County","Nova Scotia","12",5.1,"00000","percentage distribution (2016)",100,79,0,8.5,0.3,3.1,1.4,0.3,7.3
"1215","Inverness","County","Nova Scotia","12",5.1,"00000","percentage change (2011 to 2016)",-1.2,-0.9,,6.8,-73.3,-11.5,-22.2,150,3.8
"1215","Inverness","County","Nova Scotia","12",5.1,"00000","2011 counts",7440,5855,0,585,75,260,135,10,520
"1215","Inverness","County","Nova Scotia","12",5.1,"00000","percentage distribution (2011)",100,78.7,0,7.9,1,3.5,1.8,0.1,7
"1216","Richmond","County","Nova Scotia","12",4.4,"00000","2016 counts",3985,3455,0,200,5,35,35,5,245
"1216","Richmond","County","Nova Scotia","12",4.4,"00000","percentage distribution (2016)",100,86.7,0,5,0.1,0.9,0.9,0.1,6.1
"1216","Richmond","County","Nova Scotia","12",4.4,"00000","percentage change (2011 to 2016)",1.3,-1.1,,29,-50,75,-53.3,,36.1
"1216","Richmond","County","Nova Scotia","12",4.4,"00000","2011 counts",3935,3495,0,155,10,20,75,0,180
"1216","Richmond","County","Nova Scotia","12",4.4,"00000","percentage distribution (2011)",100,88.8,0,3.9,0.3,0.5,1.9,0,4.6
"1217","Cape Breton","County","Nova Scotia","12",3.9,"00000","2016 counts",43080,31645,215,4375,735,2875,1920,75,1240
"1217","Cape Breton","County","Nova Scotia","12",3.9,"00000","percentage distribution (2016)",100,73.5,0.5,10.2,1.7,6.7,4.5,0.2,2.9
"1217","Cape Breton","County","Nova Scotia","12",3.9,"00000","percentage change (2011 to 2016)",1.8,0.5,2.4,2.1,10.5,7.3,11.6,7.1,2.5
"1217","Cape Breton","County","Nova Scotia","12",3.9,"00000","2011 counts",42325,31485,210,4285,665,2680,1720,70,1210
"1217","Cape Breton","County","Nova Scotia","12",3.9,"00000","percentage distribution (2011)",100,74.4,0.5,10.1,1.6,6.3,4.1,0.2,2.9
"1218","Victoria","County","Nova Scotia","12",4.7,"00000","2016 counts",3100,2765,0,90,10,10,45,20,160
"1218","Victoria","County","Nova Scotia","12",4.7,"00000","percentage distribution (2016)",100,89.2,0,2.9,0.3,0.3,1.5,0.6,5.2
"1218","Victoria","County","Nova Scotia","12",4.7,"00000","percentage change (2011 to 2016)",3.3,3.6,,12.5,100,100,-10,100,-8.6
"1218","Victoria","County","Nova Scotia","12",4.7,"00000","2011 counts",3000,2670,0,80,5,5,50,10,175
"1218","Victoria","County","Nova Scotia","12",4.7,"00000","percentage distribution (2011)",100,89,0,2.7,0.2,0.2,1.7,0.3,5.8
"1301","Saint John","County","New Brunswick","13",4.1,"00000","2016 counts",32850,14910,1795,8995,1875,1015,3210,125,925
"1301","Saint John","County","New Brunswick","13",4.1,"00000","percentage distribution (2016)",100,45.4,5.5,27.4,5.7,3.1,9.8,0.4,2.8
"1301","Saint John","County","New Brunswick","13",4.1,"00000","percentage change (2011 to 2016)",-1.4,-0.3,-2.2,-1.4,-1.8,5.7,-6.7,-7.4,-2.6
"1301","Saint John","County","New Brunswick","13",4.1,"00000","2011 counts",33315,14955,1835,9125,1910,960,3440,135,950
"1301","Saint John","County","New Brunswick","13",4.1,"00000","percentage distribution (2011)",100,44.9,5.5,27.4,5.7,2.9,10.3,0.4,2.9
"1302","Charlotte","County","New Brunswick","13",3.7,"00000","2016 counts",11135,9205,0,705,105,245,165,50,665
"1302","Charlotte","County","New Brunswick","13",3.7,"00000","percentage distribution (2016)",100,82.7,0,6.3,0.9,2.2,1.5,0.4,6
"1302","Charlotte","County","New Brunswick","13",3.7,"00000","percentage change (2011 to 2016)",-1.9,-1.2,,-4.7,16.7,-9.3,-8.3,25,-7.6
"1302","Charlotte","County","New Brunswick","13",3.7,"00000","2011 counts",11355,9315,0,740,90,270,180,40,720
"1302","Charlotte","County","New Brunswick","13",3.7,"00000","percentage distribution (2011)",100,82,0,6.5,0.8,2.4,1.6,0.4,6.3
"1303","Sunbury","County","New Brunswick","13",4.9,"00000","2016 counts",10900,7595,45,600,465,350,120,15,1710
"1303","Sunbury","County","New Brunswick","13",4.9,"00000","percentage distribution (2016)",100,69.7,0.4,5.5,4.3,3.2,1.1,0.1,15.7
"1303","Sunbury","County","New Brunswick","13",4.9,"00000","percentage change (2011 to 2016)",3.3,3.4,0,20,-8.8,-11.4,14.3,50,3.6
"1303","Sunbury","County","New Brunswick","13",4.9,"00000","2011 counts",10555,7345,45,500,510,395,105,10,1650
"1303","Sunbury","County","New Brunswick","13",4.9,"00000","percentage distribution (2011)",100,69.6,0.4,4.7,4.8,3.7,1,0.1,15.6
"1304","Queens","County","New Brunswick","13",3.6,"00000","2016 counts",4875,4355,5,135,20,65,30,10,265
"1304","Queens","County","New Brunswick","13",3.6,"00000","percentage distribution (2016)",100,89.3,0.1,2.8,0.4,1.3,0.6,0.2,5.4
"1304","Queens","County","New Brunswick","13",3.6,"00000","percentage change (2011 to 2016)",-2.1,-4.1,,-15.6,100,62.5,50,100,29.3
"1304","Queens","County","New Brunswick","13",3.6,"00000","2011 counts",4980,4540,0,160,10,40,20,5,205
"1304","Queens","County","New Brunswick","13",3.6,"00000","percentage distribution (2011)",100,91.2,0,3.2,0.2,0.8,0.4,0.1,4.1
"1305","Kings","County","New Brunswick","13",2.9,"00000","2016 counts",27025,22500,15,1590,520,435,710,40,1225
"1305","Kings","County","New Brunswick","13",2.9,"00000","percentage distribution (2016)",100,83.3,0.1,5.9,1.9,1.6,2.6,0.1,4.5
"1305","Kings","County","New Brunswick","13",2.9,"00000","percentage change (2011 to 2016)",2.3,2,0,-0.3,15.6,20.8,4.4,14.3,1.2
"1305","Kings","County","New Brunswick","13",2.9,"00000","2011 counts",26415,22065,15,1595,450,360,680,35,1210
"1305","Kings","County","New Brunswick","13",2.9,"00000","percentage distribution (2011)",100,83.5,0.1,6,1.7,1.4,2.6,0.1,4.6
"1306","Albert","County","New Brunswick","13",3.1,"00000","2016 counts",12220,8955,170,1260,445,645,205,5,535
"1306","Albert","County","New Brunswick","13",3.1,"00000","percentage distribution (2016)",100,73.3,1.4,10.3,3.6,5.3,1.7,0,4.4
"1306","Albert","County","New Brunswick","13",3.1,"00000","percentage change (2011 to 2016)",4.2,0.2,-12.8,30.6,11.3,33,7.9,-50,-0.9
"1306","Albert","County","New Brunswick","13",3.1,"00000","2011 counts",11730,8940,195,965,400,485,190,10,540
"1306","Albert","County","New Brunswick","13",3.1,"00000","percentage distribution (2011)",100,76.2,1.7,8.2,3.4,4.1,1.6,0.1,4.6
"1307","Westmorland","County","New Brunswick","13",4.1,"00000","2016 counts",64040,36950,1340,12160,1815,5855,3230,175,2505
"1307","Westmorland","County","New Brunswick","13",4.1,"00000","percentage distribution (2016)",100,57.7,2.1,19,2.8,9.1,5,0.3,3.9
"1307","Westmorland","County","New Brunswick","13",4.1,"00000","percentage change (2011 to 2016)",5.2,2.2,12.6,9.5,17.1,25.6,-4.4,-5.4,-6.7
"1307","Westmorland","County","New Brunswick","13",4.1,"00000","2011 counts",60890,36145,1190,11100,1550,4660,3380,185,2685
"1307","Westmorland","County","New Brunswick","13",4.1,"00000","percentage distribution (2011)",100,59.4,2,18.2,2.5,7.7,5.6,0.3,4.4
"1308","Kent","County","New Brunswick","13",3.7,"00000","2016 counts",13235,11150,0,890,235,250,260,50,410
"1308","Kent","County","New Brunswick","13",3.7,"00000","percentage distribution (2016)",100,84.2,0,6.7,1.8,1.9,2,0.4,3.1
"1308","Kent","County","New Brunswick","13",3.7,"00000","percentage change (2011 to 2016)",1.8,0.5,,-8.7,176.5,22,-3.7,-9.1,26.2
"1308","Kent","County","New Brunswick","13",3.7,"00000","2011 counts",13005,11090,0,975,85,205,270,55,325
"1308","Kent","County","New Brunswick","13",3.7,"00000","percentage distribution (2011)",100,85.3,0,7.5,0.7,1.6,2.1,0.4,2.5
