"Geographic code","Geographic name","Geographic Type","Geographic Name, province or territory","Geographic Code, province or territory","Geographic code, census division","Geographic code, census metropolitan area or census agglomeration","Global non-response rate","Data quality flag","Age","Knowledge of official languages - Total (2016 counts)","Knowledge of official languages - English only (2016 counts)","Knowledge of official languages - French only (2016 counts)","Knowledge of official languages - English and French (2016 counts)","Knowledge of official languages - Neither English nor French (2016 counts)","Knowledge of official languages - Total (% distribution (2016))","Knowledge of official languages - English only (% distribution (2016))","Knowledge of official languages - French only (% distribution (2016))","Knowledge of official languages - English and French (% distribution (2016))","Knowledge of official languages - Neither English nor French (% distribution (2016))"
"3507014","Elizabethtown-Kitley","Township","Ontario","35","07","512","6.2","00000","5 to 9","425","380","0","45","0","100","89.4","0","10.6","0"
"3507014","Elizabethtown-Kitley","Township","Ontario","35","07","512","6.2","00000","10 to 14","515","445","0","75","0","100","86.4","0","14.6","0"
"3507014","Elizabethtown-Kitley","Township","Ontario","35","07","512","6.2","00000","15 to 24","1115","985","0","130","5","100","88.3","0","11.7","0.4"
"3507014","Elizabethtown-Kitley","Township","Ontario","35","07","512","6.2","00000","15 to 19","615","540","0","75","5","100","87.8","0","12.2","0.8"
"3507014","Elizabethtown-Kitley","Township","Ontario","35","07","512","6.2","00000","20 to 24","500","450","0","50","0","100","90","0","10","0"
"3507014","Elizabethtown-Kitley","Township","Ontario","35","07","512","6.2","00000","25 to 44","1740","1570","0","165","5","100","90.2","0","9.5","0.3"
"3507014","Elizabethtown-Kitley","Township","Ontario","35","07","512","6.2","00000","45 to 64","3290","3025","5","260","5","100","91.9","0.2","7.9","0.2"
"3507014","Elizabethtown-Kitley","Township","Ontario","35","07","512","6.2","00000","65 and over","1955","1800","0","155","5","100","92.1","0","7.9","0.3"
"3507014","Elizabethtown-Kitley","Township","Ontario","35","07","512","6.2","00000","65 to 74","1225","1110","0","110","5","100","90.6","0","9","0.4"
"3507014","Elizabethtown-Kitley","Township","Ontario","35","07","512","6.2","00000","75 and over","730","685","0","45","0","100","93.8","0","6.2","0"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","Total","21145","18815","10","2250","70","100","89","0","10.6","0.3"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","0 to 14","2780","2355","5","400","25","100","84.7","0.2","14.4","0.9"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","0 to 4","865","810","0","35","15","100","93.6","0","4","1.7"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","5 to 9","940","795","0","140","10","100","84.6","0","14.9","1.1"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","10 to 14","980","750","0","220","5","100","76.5","0","22.4","0.5"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","15 to 24","2330","2025","0","300","0","100","86.9","0","12.9","0"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","15 to 19","1145","970","0","175","0","100","84.7","0","15.3","0"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","20 to 24","1180","1055","0","130","0","100","89.4","0","11","0"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","25 to 44","4300","3875","5","410","10","100","90.1","0.1","9.5","0.2"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","45 to 64","6270","5665","0","595","5","100","90.4","0","9.5","0.1"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","65 and over","5460","4895","0","545","25","100","89.7","0","10","0.5"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","65 to 74","2935","2590","0","335","10","100","88.2","0","11.4","0.3"
"3507015","Brockville","City","Ontario","35","07","512","3.2","00000","75 and over","2530","2305","0","210","15","100","91.1","0","8.3","0.6"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","Total","12735","2395","1500","8825","10","100","18.8","11.8","69.3","0.1"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","0 to 14","2440","485","755","1205","0","100","19.9","30.9","49.4","0"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","0 to 4","940","265","410","265","0","100","28.2","43.6","28.2","0"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","5 to 9","770","115","240","420","0","100","14.9","31.2","54.5","0"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","10 to 14","730","110","105","515","0","100","15.1","14.4","70.5","0"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","15 to 24","1430","230","80","1120","0","100","16.1","5.6","78.3","0"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","15 to 19","690","115","35","535","0","100","16.7","5.1","77.5","0"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","20 to 24","730","110","40","580","5","100","15.1","5.5","79.5","0.7"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","25 to 44","3535","635","95","2800","5","100","18","2.7","79.2","0.1"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","45 to 64","3760","750","265","2745","0","100","19.9","7","73","0"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","65 and over","1570","305","305","950","5","100","19.4","19.4","60.5","0.3"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","65 to 74","1025","225","130","670","0","100","22","12.7","65.4","0"
"3502025","The Nation","Municipality","Ontario","35","02","","3.4","00000","75 and over","540","85","175","280","0","100","15.7","32.4","51.9","0"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","Total","5005","4585","10","400","10","100","91.6","0.2","8","0.2"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","0 to 14","675","620","5","45","5","100","91.9","0.7","6.7","0.7"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","0 to 4","185","180","0","5","0","100","97.3","0","2.7","0"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","5 to 9","235","220","0","15","0","100","93.6","0","6.4","0"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","10 to 14","255","225","0","30","0","100","88.2","0","11.8","0"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","15 to 24","510","440","0","60","0","100","86.3","0","11.8","0"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","15 to 19","265","220","0","45","0","100","83","0","17","0"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","20 to 24","240","220","0","20","0","100","91.7","0","8.3","0"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","25 to 44","1005","920","0","80","5","100","91.5","0","8","0.5"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","45 to 64","1605","1475","0","135","0","100","91.9","0","8.4","0"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","65 and over","1210","1125","0","80","0","100","93","0","6.6","0"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","65 to 74","695","635","0","55","0","100","91.4","0","7.9","0"
"3507024","Gananoque","Town","Ontario","35","07","","5.6","00000","75 and over","515","495","0","25","0","100","96.1","0","4.9","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","Total","10325","9385","5","930","5","100","90.9","0","9","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","0 to 14","1245","1165","5","80","0","100","93.6","0.4","6.4","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","0 to 4","350","345","5","0","0","100","98.6","1.4","0","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","5 to 9","430","410","0","20","0","100","95.3","0","4.7","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","10 to 14","465","415","0","55","0","100","89.2","0","11.8","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","15 to 24","990","885","0","105","0","100","89.4","0","10.6","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","15 to 19","515","460","0","50","0","100","89.3","0","9.7","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","20 to 24","475","425","0","50","0","100","89.5","0","10.5","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","25 to 44","1705","1560","0","145","0","100","91.5","0","8.5","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","45 to 64","3555","3205","0","350","5","100","90.2","0","9.8","0.1"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","65 and over","2835","2570","0","260","0","100","90.7","0","9.2","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","65 to 74","1770","1585","0","185","0","100","89.5","0","10.5","0"
"3507040","Rideau Lakes","Township","Ontario","35","07","","5.1","00000","75 and over","1065","990","0","75","0","100","93","0","7","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","Total","9460","8700","5","755","0","100","92","0.1","8","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","0 to 14","1330","1235","5","90","0","100","92.9","0.4","6.8","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","0 to 4","410","395","0","15","0","100","96.3","0","3.7","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","5 to 9","475","440","0","35","0","100","92.6","0","7.4","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","10 to 14","440","395","0","40","0","100","89.8","0","9.1","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","15 to 24","910","795","0","115","0","100","87.4","0","12.6","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","15 to 19","475","405","0","70","0","100","85.3","0","14.7","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","20 to 24","430","390","0","40","0","100","90.7","0","9.3","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","25 to 44","1750","1625","0","125","0","100","92.9","0","7.1","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","45 to 64","3305","3055","0","245","0","100","92.4","0","7.4","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","65 and over","2175","1990","5","180","0","100","91.5","0.2","8.3","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","65 to 74","1390","1260","0","125","0","100","90.6","0","9","0"
"3507021","Leeds and the Thousand Islands","Township","Ontario","35","07","","4.3","00000","75 and over","785","735","0","50","0","100","93.6","0","6.4","0"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","Total","16280","12745","10","3510","10","100","78.3","0.1","21.6","0.1"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","0 to 14","2680","2020","5","665","0","100","75.4","0.2","24.8","0"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","0 to 4","745","705","5","35","0","100","94.6","0.7","4.7","0"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","5 to 9","940","715","0","220","0","100","76.1","0","23.4","0"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","10 to 14","1005","600","0","400","0","100","59.7","0","39.8","0"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","15 to 24","1820","1430","0","390","0","100","78.6","0","21.4","0"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","15 to 19","1005","740","0","270","0","100","73.6","0","26.9","0"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","20 to 24","815","690","0","125","0","100","84.7","0","15.3","0"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","25 to 44","3570","2700","0","870","5","100","75.6","0","24.4","0.1"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","45 to 64","5460","4325","5","1130","0","100","79.2","0.1","20.7","0"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","65 and over","2750","2280","5","460","5","100","82.9","0.2","16.7","0.2"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","65 to 74","1770","1445","0","320","5","100","81.6","0","18.1","0.3"
"3507065","North Grenville","Municipality","Ontario","35","07","505","3.8","00000","75 and over","980","835","0","135","5","100","85.2","0","13.8","0.5"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","Total","8615","7835","5","765","15","100","90.9","0.1","8.9","0.2"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","0 to 14","1365","1250","5","105","5","100","91.6","0.4","7.7","0.4"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","0 to 4","475","455","5","10","5","100","95.8","1.1","2.1","1.1"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","5 to 9","495","460","0","35","0","100","92.9","0","7.1","0"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","10 to 14","395","335","0","60","0","100","84.8","0","15.2","0"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","15 to 24","925","825","0","95","0","100","89.2","0","10.3","0"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","15 to 19","450","395","0","50","0","100","87.8","0","11.1","0"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","20 to 24","475","435","0","40","0","100","91.6","0","8.4","0"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","25 to 44","1795","1620","0","175","0","100","90.3","0","9.7","0"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","45 to 64","2560","2330","0","220","10","100","91","0","8.6","0.4"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","65 and over","1975","1805","0","170","0","100","91.4","0","8.6","0"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","65 to 74","1175","1075","5","100","0","100","91.5","0.4","8.5","0"
"3509004","Smiths Falls","Town","Ontario","35","09","","5.1","00000","75 and over","800","730","0","70","5","100","91.3","0","8.8","0.6"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","Total","7760","6860","0","895","0","100","88.4","0","11.5","0"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","0 to 14","1130","1000","0","135","0","100","88.5","0","11.9","0"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","0 to 4","320","315","5","5","0","100","98.4","1.6","1.6","0"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","5 to 9","375","325","0","50","0","100","86.7","0","13.3","0"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","10 to 14","440","360","0","80","0","100","81.8","0","18.2","0"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","15 to 24","840","725","0","110","0","100","86.3","0","13.1","0"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","15 to 19","455","395","0","65","0","100","86.8","0","14.3","0"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","20 to 24","380","335","0","45","0","100","88.2","0","11.8","0"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","25 to 44","1425","1230","0","195","5","100","86.3","0","13.7","0.4"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","45 to 64","2660","2365","0","290","0","100","88.9","0","10.9","0"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","65 and over","1705","1540","0","170","0","100","90.3","0","10","0"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","65 to 74","1130","1010","0","115","0","100","89.4","0","10.2","0"
"3509010","Drummond/North Elmsley","Township","Ontario","35","09","","4.2","00000","75 and over","580","530","0","50","0","100","91.4","0","8.6","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","Total","5380","4740","0","645","0","100","88.1","0","12","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","0 to 14","645","565","0","75","0","100","87.6","0","11.6","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","0 to 4","185","180","0","5","0","100","97.3","0","2.7","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","5 to 9","215","200","0","20","0","100","93","0","9.3","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","10 to 14","240","190","0","55","0","100","79.2","0","22.9","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","15 to 24","540","480","0","60","5","100","88.9","0","11.1","0.9"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","15 to 19","280","245","0","30","0","100","87.5","0","10.7","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","20 to 24","255","235","0","25","0","100","92.2","0","9.8","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","25 to 44","875","765","0","105","0","100","87.4","0","12","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","45 to 64","2045","1815","0","225","0","100","88.8","0","11","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","65 and over","1285","1105","0","180","0","100","86","0","14","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","65 to 74","900","760","0","135","0","100","84.4","0","15","0"
"3509015","Tay Valley","Township","Ontario","35","09","","7.3","00000","75 and over","385","340","0","40","5","100","88.3","0","10.4","1.3"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","Total","5905","5300","10","585","20","100","89.8","0.2","9.9","0.3"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","0 to 14","640","555","0","75","10","100","86.7","0","11.7","1.6"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","0 to 4","200","200","5","0","5","100","100","2.5","0","2.5"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","5 to 9","220","185","0","35","5","100","84.1","0","15.9","2.3"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","10 to 14","215","175","0","35","5","100","81.4","0","16.3","2.3"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","15 to 24","565","510","0","55","0","100","90.3","0","9.7","0"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","15 to 19","255","220","0","35","0","100","86.3","0","13.7","0"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","20 to 24","310","290","0","20","0","100","93.5","0","6.5","0"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","25 to 44","1040","925","0","110","5","100","88.9","0","10.6","0.5"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","45 to 64","1660","1510","0","145","5","100","91","0","8.7","0.3"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","65 and over","2000","1805","0","195","5","100","90.3","0","9.8","0.3"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","65 to 74","920","815","0","105","5","100","88.6","0","11.4","0.5"
"3509021","Perth","Town","Ontario","35","09","","4.8","00000","75 and over","1080","990","0","90","0","100","91.7","0","8.3","0"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","Total","7645","6080","10","1550","5","100","79.5","0.1","20.3","0.1"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","0 to 14","1290","945","0","340","0","100","73.3","0","26.4","0"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","0 to 4","365","340","0","25","5","100","93.2","0","6.8","1.4"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","5 to 9","435","340","0","95","0","100","78.2","0","21.8","0"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","10 to 14","495","270","0","220","0","100","54.5","0","44.4","0"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","15 to 24","875","670","5","205","0","100","76.6","0.6","23.4","0"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","15 to 19","485","355","0","130","0","100","73.2","0","26.8","0"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","20 to 24","390","315","0","75","0","100","80.8","0","19.2","0"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","25 to 44","1730","1340","0","385","0","100","77.5","0","22.3","0"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","45 to 64","2645","2170","5","470","5","100","82","0.2","17.8","0.2"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","65 and over","1110","955","0","155","0","100","86","0","14","0"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","65 to 74","775","660","0","115","0","100","85.2","0","14.8","0"
"3509024","Beckwith","Township","Ontario","35","09","509","2.9","00000","75 and over","330","295","0","35","0","100","89.4","0","10.6","0"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","Total","24350","22590","0","1690","70","100","92.8","0","6.9","0.3"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","0 to 14","2840","2670","0","155","10","100","94","0","5.5","0.4"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","0 to 4","890","875","0","10","5","100","98.3","0","1.1","0.6"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","5 to 9","990","945","0","45","5","100","95.5","0","4.5","0.5"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","10 to 14","960","850","0","105","0","100","88.5","0","10.9","0"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","15 to 24","2140","1995","5","150","0","100","93.2","0.2","7","0"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","15 to 19","1090","1000","0","95","0","100","91.7","0","8.7","0"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","20 to 24","1055","995","0","60","0","100","94.3","0","5.7","0"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","25 to 44","4145","3805","0","310","30","100","91.8","0","7.5","0.7"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","45 to 64","8100","7550","0","545","10","100","93.2","0","6.7","0.1"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","65 and over","7120","6575","0","535","15","100","92.3","0","7.5","0.2"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","65 to 74","4355","3985","0","365","5","100","91.5","0","8.4","0.1"
"3513020","Prince Edward County","City","Ontario","35","13","","5.0","00000","75 and over","2765","2595","0","165","10","100","93.9","0","6","0.4"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","Total","11230","10410","5","810","5","100","92.7","0","7.2","0"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","0 to 14","1480","1380","0","95","0","100","93.2","0","6.4","0"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","0 to 4","465","445","0","15","0","100","95.7","0","3.2","0"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","5 to 9","460","430","0","25","0","100","93.5","0","5.4","0"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","10 to 14","555","500","0","55","0","100","90.1","0","9.9","0"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","15 to 24","1055","945","0","110","5","100","89.6","0","10.4","0.5"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","15 to 19","580","500","0","80","0","100","86.2","0","13.8","0"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","20 to 24","470","440","0","30","5","100","93.6","0","6.4","1.1"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","25 to 44","1895","1745","0","150","0","100","92.1","0","7.9","0"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","45 to 64","3445","3195","5","245","0","100","92.7","0.1","7.1","0"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","65 and over","3355","3145","0","205","5","100","93.7","0","6.1","0.1"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","65 to 74","1985","1845","0","140","5","100","92.9","0","7.1","0.3"
"3514004","Brighton","Municipality","Ontario","35","14","","7.4","00000","75 and over","1365","1295","0","70","0","100","94.9","0","5.1","0"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","Total","6355","6040","0","315","5","100","95","0","5","0.1"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","0 to 14","920","875","0","45","0","100","95.1","0","4.9","0"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","0 to 4","290","285","0","5","0","100","98.3","0","1.7","0"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","5 to 9","305","295","0","10","0","100","96.7","0","3.3","0"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","10 to 14","335","300","0","25","0","100","89.6","0","7.5","0"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","15 to 24","700","655","0","45","0","100","93.6","0","6.4","0"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","15 to 19","365","330","0","30","5","100","90.4","0","8.2","1.4"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","20 to 24","345","325","0","10","0","100","94.2","0","2.9","0"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","25 to 44","1280","1220","0","55","0","100","95.3","0","4.3","0"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","45 to 64","2205","2100","0","100","0","100","95.2","0","4.5","0"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","65 and over","1245","1180","0","65","0","100","94.8","0","5.2","0"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","65 to 74","805","765","0","40","0","100","95","0","5","0"
"3514014","Cramahe","Township","Ontario","35","14","","3.7","00000","75 and over","435","410","0","25","0","100","94.3","0","5.7","0"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","Total","10940","10265","0","660","15","100","93.8","0","6","0.1"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","0 to 14","1495","1375","5","120","0","100","92","0.3","8","0"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","0 to 4","420","410","0","10","0","100","97.6","0","2.4","0"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","5 to 9","470","420","0","45","0","100","89.4","0","9.6","0"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","10 to 14","615","545","0","65","0","100","88.6","0","10.6","0"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","15 to 24","1350","1215","0","130","0","100","90","0","9.6","0"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","15 to 19","700","615","0","85","0","100","87.9","0","12.1","0"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","20 to 24","650","605","0","45","0","100","93.1","0","6.9","0"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","25 to 44","2025","1895","0","130","0","100","93.6","0","6.4","0"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","45 to 64","3905","3725","0","175","5","100","95.4","0","4.5","0.1"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","65 and over","2165","2045","0","115","5","100","94.5","0","5.3","0.2"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","65 to 74","1435","1345","0","85","5","100","93.7","0","5.9","0.3"
"3514019","Hamilton","Township","Ontario","35","14","","3.7","00000","75 and over","730","700","0","30","5","100","95.9","0","4.1","0.7"
"3514020","Port Hope","Municipality","Ontario","35","14","528","4.7","00000","Total","16390","15150","0","1210","35","100","92.4","0","7.4","0.2"
"3514020","Port Hope","Municipality","Ontario","35","14","528","4.7","00000","0 to 14","2180","1930","0","245","10","100","88.5","0","11.2","0.5"
"3514020","Port Hope","Municipality","Ontario","35","14","528","4.7","00000","0 to 4","615","605","0","5","5","100","98.4","0","0.8","0.8"
"3514020","Port Hope","Municipality","Ontario","35","14","528","4.7","00000","5 to 9","755","650","0","110","0","100","86.1","0","14.6","0"
"3514020","Port Hope","Municipality","Ontario","35","14","528","4.7","00000","10 to 14","810","675","0","130","0","100","83.3","0","16","0"
